Pt name,North,East,Ground,WSE,Elevation_recorded,Depth,Code,Notes
21254,2064839.565,6578419.259,172.555,176.754,176.354,4.199,BATH,
21255,2064836.231,6578421.282,173.046,176.721,176.321,3.675,BATH,
21257,2064830.977,6578425.389,172.264,176.759,176.359,4.495,BATH,
21258,2064830.659,6578427.547,172.108,176.734,176.334,4.626,BATH,
21259,2064828.913,6578428.48,171.37,176.685,176.285,5.315,BATH,
21260,2064827.129,6578429.921,170.353,176.685,176.285,6.332,BATH,
21261,2064825.345,6578431.921,171.971,176.794,176.394,4.823,BATH,
21262,2064823.752,6578434.11,172.485,176.783,176.383,4.298,BATH,
21263,2064822.011,6578435.931,172.059,176.783,176.383,4.724,BATH,
21266,2064820.42,6578441.359,174.545,176.776,176.376,2.231,BATH,
21267,2064822.198,6578441.875,173.752,176.738,176.338,2.986,BATH,
21268,2064823.562,6578441.107,173.62,176.77,176.37,3.15,BATH,
21269,2064823.982,6578439.398,173.345,176.724,176.324,3.379,BATH,
21270,2064823.582,6578438.373,173.343,176.689,176.289,3.346,BATH,
21271,2064823.845,6578437.696,173.01,176.685,176.285,3.675,BATH,
21272,2064825.102,6578436.742,173.285,176.73,176.33,3.445,BATH,
21273,2064826.634,6578434.466,172.786,176.625,176.225,3.839,BATH,
21274,2064828.393,6578431.812,172.797,176.668,176.268,3.871,BATH,
21275,2064830.555,6578428.947,172.716,176.686,176.286,3.97,BATH,
21276,2064833.423,6578425.919,173.96,176.683,176.283,2.723,BATH,
21277,2064836.726,6578423.602,173.534,176.716,176.316,3.182,BATH,
21278,2064839.806,6578421.698,172.837,176.676,176.276,3.839,BATH,
21280,2064846.161,6578419.467,171.476,176.693,176.293,5.217,BATH,
21281,2064848.987,6578419.425,170.827,176.7,176.3,5.873,BATH,
21282,2064851.742,6578419.442,169.47,176.688,176.288,7.218,BATH,
21283,2064854.556,6578419.912,169.138,176.717,176.317,7.579,BATH,
21284,2064857.307,6578420.549,168.986,176.696,176.296,7.71,BATH,
21285,2064860.381,6578421.439,169.095,176.707,176.307,7.612,BATH,
21286,2064863.246,6578423.383,168.434,176.702,176.302,8.268,BATH,
21287,2064866.213,6578425.249,168.92,176.696,176.296,7.776,BATH,
21288,2064869.684,6578426.998,170.017,176.71,176.31,6.693,BATH,
21289,2064873.098,6578428.38,172.078,176.671,176.271,4.593,BATH,
21290,2064876.072,6578429.708,172.524,176.691,176.291,4.167,BATH,
21291,2064878.893,6578430.434,170.356,176.688,176.288,6.332,BATH,
21292,2064881.216,6578432.383,169.781,176.704,176.304,6.923,BATH,
21293,2064883.308,6578434.741,172.085,176.678,176.278,4.593,BATH,
21295,2064887.119,6578439.529,171.852,176.642,176.242,4.79,BATH,
21296,2064887.812,6578442.289,172.469,176.701,176.301,4.232,BATH,
21297,2064888.074,6578443.401,172.02,176.613,176.213,4.593,BATH,
21298,2064888.895,6578442.795,171.322,176.637,176.237,5.315,BATH,
21299,2064890.183,6578440.814,170.794,176.667,176.267,5.873,BATH,
21300,2064891.829,6578438.026,169.409,176.725,176.325,7.316,BATH,
21301,2064892.887,6578434.59,167.947,176.674,176.274,8.727,BATH,
21302,2064892.767,6578430.646,167.389,176.707,176.307,9.318,BATH,
21303,2064892.786,6578426.249,166.817,176.725,176.325,9.908,BATH,
21304,2064891.999,6578421.92,166.734,176.708,176.308,9.974,BATH,
21305,2064891.955,6578417.549,166.643,176.715,176.315,10.072,BATH,
21306,2064893.283,6578413.583,167.047,176.725,176.325,9.678,BATH,
21307,2064895.979,6578410.102,165.612,176.668,176.268,11.056,BATH,
21308,2064898.496,6578406.004,164.027,176.691,176.291,12.664,BATH,
21309,2064902.259,6578403.517,160.882,176.696,176.296,15.814,BATH,
21310,2064906.449,6578401.453,158.961,176.678,176.278,17.717,BATH,
21311,2064910.137,6578398.433,156.9,176.651,176.251,19.751,BATH,
21312,2064913.893,6578395.191,155.5,176.661,176.261,21.161,BATH,
21313,2064916.73,6578391.684,151.195,176.72,176.32,25.525,BATH,
21314,2064919.109,6578388.169,150.614,176.697,176.297,26.083,BATH,
21315,2064921.361,6578384.443,149.877,176.649,176.249,26.772,BATH,
21316,2064921.792,6578381.199,150.082,176.657,176.257,26.575,BATH,
21317,2064922.447,6578378.084,150.239,176.683,176.283,26.444,BATH,
21318,2064924.369,6578375.171,150.569,176.652,176.252,26.083,BATH,
21319,2064925.932,6578371.844,151.165,176.657,176.257,25.492,BATH,
21320,2064926.488,6578368.511,151.747,176.681,176.281,24.934,BATH,
21321,2064926.881,6578365.021,152.158,176.699,176.299,24.541,BATH,
21322,2064928.254,6578361.579,152.451,176.696,176.296,24.245,BATH,
21323,2064930.636,6578358.962,153.174,176.665,176.265,23.491,BATH,
21324,2064932.247,6578356.242,154.077,176.682,176.282,22.605,BATH,
21325,2064933.187,6578353.939,154.557,176.703,176.303,22.146,BATH,
21326,2064933.977,6578351.487,155.619,176.682,176.282,21.063,BATH,
21327,2064935.287,6578349.592,156.922,176.673,176.273,19.751,BATH,
21328,2064936.579,6578347.249,157.655,176.717,176.317,19.062,BATH,
21329,2064962.446,6578293.52,171.365,176.68,176.28,5.315,BATH,
21330,2064963.427,6578291.517,171.774,176.662,176.262,4.888,BATH,
21331,2064964.158,6578289.852,172.175,176.67,176.27,4.495,BATH,
21332,2064964.158,6578289.31,172.197,176.692,176.292,4.495,BATH,
21333,2064965.088,6578290.31,172.411,176.709,176.309,4.298,BATH,
21334,2064963.236,6578290.987,172.286,176.682,176.282,4.396,BATH,
21335,2064962.228,6578292.323,171.235,176.681,176.281,5.446,BATH,
21336,2064963.146,6578293.712,171.769,176.69,176.29,4.921,BATH,
21337,2064963.732,6578295.572,171.793,176.681,176.281,4.888,BATH,
21338,2064963.41,6578297.056,171.783,176.704,176.304,4.921,BATH,
21339,2064962.533,6578297.599,171.502,176.719,176.319,5.217,BATH,
21340,2064960.788,6578298.266,171.373,176.688,176.288,5.315,BATH,
21341,2064958.584,6578297.732,170.716,176.687,176.287,5.971,BATH,
21342,2064956.069,6578297.948,170.286,176.651,176.251,6.365,BATH,
21343,2064953.349,6578298.431,171.032,176.708,176.308,5.676,BATH,
21344,2064950.212,6578297.879,170.557,176.692,176.292,6.135,BATH,
21345,2064947.145,6578297.638,168.957,176.667,176.267,7.71,BATH,
21346,2064943.592,6578298.195,166.675,176.682,176.282,10.007,BATH,
21347,2064939.956,6578298.519,165.922,176.65,176.25,10.728,BATH,
21348,2064936.381,6578298.771,165.088,176.702,176.302,11.614,BATH,
21349,2064932.176,6578299.016,162.779,176.69,176.29,13.911,BATH,
21351,2064923.918,6578299.301,158.314,176.719,176.319,18.405,BATH,
21352,2064919.497,6578299.966,153.114,176.67,176.27,23.556,BATH,
21353,2064915.349,6578300.402,153.424,176.652,176.252,23.228,BATH,
21354,2064910.958,6578300.362,152.71,176.693,176.293,23.983,BATH,
21355,2064906.466,6578300.97,152.386,176.664,176.264,24.278,BATH,
21356,2064902.025,6578301.427,151.495,176.692,176.292,25.197,BATH,
21357,2064897.187,6578301.836,151.484,176.681,176.281,25.197,BATH,
21358,2064892.574,6578302.251,152.016,176.655,176.255,24.639,BATH,
21359,2064887.964,6578302.26,152.066,176.705,176.305,24.639,BATH,
21360,2064883.228,6578302.929,151.748,176.682,176.282,24.934,BATH,
21361,2064878.751,6578303.597,148.002,176.676,176.276,28.674,BATH,
21362,2064874.119,6578304.121,146.898,176.721,176.321,29.823,BATH,
21363,2064869.493,6578303.791,145.398,176.664,176.264,31.266,BATH,
21364,2064865.104,6578303.356,143.698,176.638,176.238,32.94,BATH,
21365,2064860.485,6578302.753,142.906,176.666,176.266,33.76,BATH,
21366,2064855.44,6578302.018,141.338,176.673,176.273,35.335,BATH,
21367,2064850.546,6578301.142,140.795,176.655,176.255,35.86,BATH,
21368,2064845.434,6578300.072,141.42,176.689,176.289,35.269,BATH,
21369,2064840.923,6578298.843,151.283,176.709,176.309,25.426,BATH,
21370,2064836.988,6578299.654,154.924,176.709,176.309,21.785,BATH,
21371,2064834.672,6578301.007,154.963,176.715,176.315,21.752,BATH,
21372,2064833.499,6578301.852,161.426,176.747,176.347,15.321,BATH,
21373,2064831.63,6578302.267,156.611,176.723,176.323,20.112,BATH,
21374,2064830.088,6578303.569,156.517,176.727,176.327,20.21,BATH,
21375,2064829.03,6578305.455,166.273,176.739,176.339,10.466,BATH,
21376,2064827.474,6578308.131,163.788,176.747,176.347,12.959,BATH,
21377,2064825.075,6578311.154,166.649,176.721,176.321,10.072,BATH,
21378,2064823.74,6578314.548,166.626,176.698,176.298,10.072,BATH,
21379,2064823.103,6578317.994,167.755,176.712,176.312,8.957,BATH,
21380,2064822.13,6578321.851,166.94,176.717,176.317,9.777,BATH,
21381,2064820.623,6578325.917,155.627,176.69,176.29,21.063,BATH,
21382,2064818.882,6578330.011,158.892,176.707,176.307,17.815,BATH,
21383,2064816.986,6578334.257,163.008,176.722,176.322,13.714,BATH,
21384,2064815.342,6578338.093,163.895,176.723,176.323,12.828,BATH,
21385,2064814.793,6578341.991,166.44,176.709,176.309,10.269,BATH,
21386,2064813.373,6578345.632,167.084,176.697,176.297,9.613,BATH,
21387,2064811.951,6578349.261,167.813,176.737,176.337,8.924,BATH,
21388,2064810.391,6578352.705,168.576,176.712,176.312,8.136,BATH,
21389,2064808.807,6578355.678,168.908,176.749,176.349,7.841,BATH,
21390,2064808.218,6578358.719,168.596,176.732,176.332,8.136,BATH,
21391,2064808.682,6578361.903,169.522,176.707,176.307,7.185,BATH,
21392,2064808.959,6578364.772,169.143,176.722,176.322,7.579,BATH,
21393,2064809.059,6578367.403,166.686,176.693,176.293,10.007,BATH,
21394,2064808.266,6578370.151,166.573,176.744,176.344,10.171,BATH,
21395,2064807.126,6578372.873,167.406,176.724,176.324,9.318,BATH,
21396,2064806.304,6578375.59,167.657,176.745,176.345,9.088,BATH,
21397,2064805.284,6578377.921,168.739,176.777,176.377,8.038,BATH,
21398,2064803.698,6578378.966,167.77,176.727,176.327,8.957,BATH,
21399,2064802.649,6578380.248,168.703,176.774,176.374,8.071,BATH,
21400,2064801.2,6578382.713,170.22,176.782,176.382,6.562,BATH,
21401,2064799.542,6578384.513,172.133,176.825,176.425,4.692,BATH,
21402,2064799.064,6578386.966,173.699,176.849,176.449,3.15,BATH,
21403,2064798.404,6578387.435,173.716,176.767,176.367,3.051,BATH,
21404,2064798.29,6578386.895,173.147,176.69,176.29,3.543,BATH,
21405,2064799.512,6578387.871,173.797,176.783,176.383,2.986,BATH,
21406,2064801.044,6578389.098,169.471,176.787,176.387,7.316,BATH,
21407,2064802.085,6578391.747,169.346,176.728,176.328,7.382,BATH,
21408,2064803.107,6578394.006,169.03,176.806,176.406,7.776,BATH,
21409,2064802.13,6578395.595,169.307,176.722,176.322,7.415,BATH,
21410,2064801.077,6578397.358,170.37,176.8,176.4,6.43,BATH,
21411,2064800.783,6578399.487,171.194,176.739,176.339,5.545,BATH,
21412,2064800.784,6578400.205,171.726,176.746,176.346,5.02,BATH,
21413,2064801.289,6578401.463,172.413,176.744,176.344,4.331,BATH,
21414,2064802.283,6578402.616,173.087,176.762,176.362,3.675,BATH,
21415,2064803.707,6578402.824,172.562,176.761,176.361,4.199,BATH,
21416,2064805.704,6578402.728,168.682,176.753,176.353,8.071,BATH,
21417,2064808.508,6578401.887,167.796,176.72,176.32,8.924,BATH,
21418,2064811.276,6578399.986,167.737,176.726,176.326,8.989,BATH,
21419,2064813.975,6578397.746,165.45,176.703,176.303,11.253,BATH,
21420,2064816.894,6578395.325,160.258,176.728,176.328,16.47,BATH,
21421,2064820.445,6578392.704,157.365,176.722,176.322,19.357,BATH,
21422,2064824.152,6578390.24,154.664,176.711,176.311,22.047,BATH,
21423,2064827.137,6578387.278,148.915,176.704,176.304,27.789,BATH,
21424,2064829.057,6578383.861,152.36,176.704,176.304,24.344,BATH,
21425,2064831.27,6578380.214,151.673,176.673,176.273,25,BATH,
21426,2064833.69,6578376.662,151.547,176.744,176.344,25.197,BATH,
21427,2064836.012,6578372.996,148.594,176.711,176.311,28.117,BATH,
21428,2064838.133,6578369.395,148.903,176.692,176.292,27.789,BATH,
21429,2064841.308,6578366.605,148.521,176.703,176.303,28.182,BATH,
21430,2064844.182,6578363.781,149.237,176.665,176.265,27.428,BATH,
21431,2064847.224,6578361.159,149.841,176.678,176.278,26.837,BATH,
21432,2064850.005,6578358.091,155.897,176.697,176.297,20.8,BATH,
21433,2064852.412,6578354.882,156.556,176.7,176.3,20.144,BATH,
21434,2064854.798,6578351.785,156.729,176.676,176.276,19.947,BATH,
21435,2064857.786,6578349.107,157.457,176.65,176.25,19.193,BATH,
21436,2064861.38,6578347.127,160.098,176.699,176.299,16.601,BATH,
21437,2064865.343,6578345.548,161.818,176.68,176.28,14.862,BATH,
21438,2064869.35,6578344.307,162.288,176.658,176.258,14.37,BATH,
21440,2064877.355,6578342.836,166.891,176.701,176.301,9.81,BATH,
21441,2064881.246,6578342.474,165.054,176.668,176.268,11.614,BATH,
21442,2064884.673,6578342.707,163.554,176.677,176.277,13.123,BATH,
21443,2064888.222,6578343.034,161.416,176.672,176.272,15.256,BATH,
21444,2064891.646,6578343.793,157.451,176.709,176.309,19.258,BATH,
21446,2064898.257,6578343.014,153.56,176.591,176.191,23.031,BATH,
21447,2064900.891,6578342.459,154.967,176.653,176.253,21.686,BATH,
21448,2064902.877,6578342.452,151.069,176.66,176.26,25.591,BATH,
21449,2064904.384,6578342.547,153.309,176.669,176.269,23.36,BATH,
21450,2064905.271,6578341.681,151.736,176.67,176.27,24.934,BATH,
21451,2064905.994,6578340.127,151.637,176.67,176.27,25.033,BATH,
21452,2064906.271,6578337.958,151.978,176.683,176.283,24.705,BATH,
21453,2064964.478,6578280.897,172.17,176.698,176.298,4.528,BATH,
21454,2064966.37,6578280.751,172.806,176.677,176.277,3.871,BATH,
21455,2064967.807,6578280.566,173.273,176.718,176.318,3.445,BATH,
21456,2064967.351,6578280.154,173.227,176.705,176.305,3.478,BATH,
21457,2064965.595,6578279.839,172.933,176.673,176.273,3.74,BATH,
21458,2064963.98,6578278.809,171.98,176.704,176.304,4.724,BATH,
21459,2064961.927,6578277.798,171.455,176.639,176.239,5.184,BATH,
21460,2064960.343,6578277.235,170.868,176.708,176.308,5.84,BATH,
21461,2064958.605,6578276.967,169.183,176.696,176.296,7.513,BATH,
21462,2064956.492,6578276.329,168.821,176.695,176.295,7.874,BATH,
21463,2064954.468,6578276.084,168.608,176.679,176.279,8.071,BATH,
21464,2064952.051,6578276.555,167.832,176.756,176.356,8.924,BATH,
21465,2064948.745,6578276.484,166.908,176.685,176.285,9.777,BATH,
21466,2064945.307,6578276.987,165.247,176.664,176.264,11.417,BATH,
21467,2064941.338,6578277.182,164.424,176.727,176.327,12.303,BATH,
21468,2064936.918,6578277.565,163.037,176.685,176.285,13.648,BATH,
21469,2064932.442,6578277.996,159.907,176.705,176.305,16.798,BATH,
21470,2064927.66,6578278.523,158.997,176.714,176.314,17.717,BATH,
21471,2064922.904,6578278.407,157.921,176.687,176.287,18.766,BATH,
21472,2064918.308,6578278.069,155.444,176.704,176.304,21.26,BATH,
21473,2064913.034,6578278.371,154.553,176.699,176.299,22.146,BATH,
21474,2064907.781,6578278.074,153.198,176.656,176.256,23.458,BATH,
21475,2064902.677,6578277.113,152.303,176.745,176.345,24.442,BATH,
21476,2064897.492,6578276.958,150.616,176.666,176.266,26.05,BATH,
21477,2064892.701,6578276.33,150.07,176.645,176.245,26.575,BATH,
21478,2064888.253,6578274.996,149.465,176.696,176.296,27.231,BATH,
21479,2064883.78,6578274.362,149.157,176.65,176.25,27.493,BATH,
21480,2064879.09,6578273.699,148.104,176.746,176.346,28.642,BATH,
21481,2064874.327,6578271.953,147.092,176.685,176.285,29.593,BATH,
21482,2064869.777,6578270.241,148.927,176.65,176.25,27.723,BATH,
21483,2064865.244,6578268.398,149.273,176.701,176.301,27.428,BATH,
21484,2064860.58,6578267.383,152.258,176.7,176.3,24.442,BATH,
21485,2064856.565,6578265.812,155.031,176.685,176.285,21.654,BATH,
21486,2064853.382,6578264.091,158.488,176.697,176.297,18.209,BATH,
21487,2064850.574,6578262.927,163.262,176.681,176.281,13.419,BATH,
21489,2064846.475,6578260.806,166.365,176.7,176.3,10.335,BATH,
21490,2064847.185,6578259.763,169.989,176.715,176.315,6.726,BATH,
21491,2064848.65,6578258.887,169.363,176.679,176.279,7.316,BATH,
21492,2064851.053,6578257.378,167.79,176.714,176.314,8.924,BATH,
21493,2064853.891,6578256.218,166.004,176.732,176.332,10.728,BATH,
21494,2064855.957,6578255.174,166.172,176.703,176.303,10.531,BATH,
21495,2064856.922,6578253.149,160.615,176.724,176.324,16.109,BATH,
21496,2064858.021,6578250.685,165.397,176.749,176.349,11.352,BATH,
21497,2064860.108,6578248.314,165.184,176.7,176.3,11.516,BATH,
21498,2064861.063,6578245.702,167.523,176.742,176.342,9.219,BATH,
21499,2064860.715,6578243.659,168.386,176.719,176.319,8.333,BATH,
21500,2064860.889,6578242.322,169.849,176.739,176.339,6.89,BATH,
21501,2064861.669,6578240.788,170.814,176.687,176.287,5.873,BATH,
21502,2064862.43,6578237.167,170.419,176.685,176.285,6.266,BATH,
21503,2064861.838,6578234.219,169.637,176.658,176.258,7.021,BATH,
21504,2064860.634,6578231.604,171.978,176.702,176.302,4.724,BATH,
21505,2064858.656,6578229.089,172.444,176.676,176.276,4.232,BATH,
21506,2064856.737,6578226.521,171.877,176.667,176.267,4.79,BATH,
21507,2064854.998,6578226.025,173.978,176.668,176.268,2.69,BATH,
21509,2064855.151,6578225.511,174.728,176.729,176.329,2.001,BATH,
21510,2064857.086,6578225.512,174.119,176.711,176.311,2.592,BATH,
21511,2064859.027,6578224.455,174.092,176.717,176.317,2.625,BATH,
21512,2064860.919,6578223.469,173.172,176.748,176.348,3.576,BATH,
21513,2064862.659,6578223.346,172.175,176.67,176.27,4.495,BATH,
21514,2064864.714,6578223.831,171.589,176.707,176.307,5.118,BATH,
21515,2064867.257,6578223.578,168.861,176.702,176.302,7.841,BATH,
21516,2064870.403,6578224.441,167.68,176.637,176.237,8.957,BATH,
21517,2064874.04,6578225.11,165.24,176.723,176.323,11.483,BATH,
21518,2064878.803,6578225.585,165.366,176.718,176.318,11.352,BATH,
21519,2064883.533,6578226.515,162.993,176.641,176.241,13.648,BATH,
21520,2064888.274,6578227.441,154.373,176.715,176.315,22.342,BATH,
21521,2064893.185,6578228.323,154.533,176.679,176.279,22.146,BATH,
21522,2064897.989,6578229.255,156.012,176.616,176.216,20.604,BATH,
21523,2064902.887,6578230.08,157.465,176.723,176.323,19.258,BATH,
21524,2064908.002,6578231.291,158.618,176.663,176.263,18.045,BATH,
21525,2064912.804,6578232.259,160.214,176.684,176.284,16.47,BATH,
21526,2064917.662,6578233.594,161.117,176.668,176.268,15.551,BATH,
21527,2064922.319,6578234.622,161.933,176.631,176.231,14.698,BATH,
21528,2064926.714,6578235.346,163.53,176.686,176.286,13.156,BATH,
21529,2064931.455,6578236.009,163.47,176.692,176.292,13.222,BATH,
21530,2064935.615,6578236.202,165.062,176.676,176.276,11.614,BATH,
21531,2064940.062,6578236.745,166.52,176.691,176.291,10.171,BATH,
21532,2064944.404,6578236.884,167.523,176.644,176.244,9.121,BATH,
21533,2064948.546,6578236.555,168.746,176.686,176.286,7.94,BATH,
21534,2064953.142,6578236.548,169.281,176.663,176.263,7.382,BATH,
21535,2064957.349,6578236.187,170.293,176.658,176.258,6.365,BATH,
21536,2064961.357,6578236.396,171.125,176.67,176.27,5.545,BATH,
21537,2064964.428,6578236.52,171.744,176.665,176.265,4.921,BATH,
21538,2064964.745,6578236.822,171.872,176.662,176.262,4.79,BATH,
21539,2064963.957,6578236.952,171.876,176.699,176.299,4.823,BATH,
21540,2064962.532,6578237.013,171.673,176.693,176.293,5.02,BATH,
21541,2064960.684,6578235.777,171.394,176.709,176.309,5.315,BATH,
21542,2064959.145,6578235.203,170.945,176.686,176.286,5.741,BATH,
21543,2064959.223,6578234.857,170.883,176.723,176.323,5.84,BATH,
21544,2064959.56,6578234.117,171.02,176.696,176.296,5.676,BATH,
21545,2064957.578,6578233.651,170.563,176.698,176.298,6.135,BATH,
21546,2064957.645,6578232.533,170.522,176.657,176.257,6.135,BATH,
21547,2064957.62,6578230.671,170.754,176.692,176.292,5.938,BATH,
21548,2064957.328,6578228.328,170.674,176.711,176.311,6.037,BATH,
21549,2064957.062,6578225.42,170.525,176.693,176.293,6.168,BATH,
21550,2064957.341,6578221.884,170.456,176.69,176.29,6.234,BATH,
21551,2064957.815,6578218.057,170.34,176.672,176.272,6.332,BATH,
21552,2064958.454,6578213.942,170.442,176.61,176.21,6.168,BATH,
21553,2064959.104,6578209.623,170.584,176.654,176.254,6.07,BATH,
21554,2064959.646,6578205.066,170.888,176.662,176.262,5.774,BATH,
21555,2064960.602,6578200.672,171.124,176.669,176.269,5.545,BATH,
21556,2064961.572,6578196.32,171.157,176.636,176.236,5.479,BATH,
21557,2064962.903,6578192.459,171.37,176.652,176.252,5.282,BATH,
21558,2064964.945,6578189.596,171.542,176.66,176.26,5.118,BATH,
21559,2064967.09,6578187.99,171.94,176.664,176.264,4.724,BATH,
21560,2064969.338,6578185.982,172.668,176.638,176.238,3.97,BATH,
21561,2064969.565,6578185.375,173.528,176.678,176.278,3.15,BATH,
21562,2064968.115,6578184.202,172.842,176.681,176.281,3.839,BATH,
21563,2064965.321,6578184.48,172.26,176.689,176.289,4.429,BATH,
21564,2064962.522,6578183.697,171.621,176.706,176.306,5.085,BATH,
21565,2064960.944,6578183.102,171.578,176.663,176.263,5.085,BATH,
21566,2064959.373,6578182.926,171.355,176.637,176.237,5.282,BATH,
21567,2064957.469,6578182.488,171.102,176.679,176.279,5.577,BATH,
21568,2064955.209,6578182.214,171.19,176.669,176.269,5.479,BATH,
21569,2064952.777,6578182.202,170.499,176.667,176.267,6.168,BATH,
21570,2064949.947,6578182.212,170.077,176.704,176.304,6.627,BATH,
21571,2064946.652,6578182.24,169.749,176.639,176.239,6.89,BATH,
21572,2064943.282,6578182.229,169.292,176.674,176.274,7.382,BATH,
21573,2064939.52,6578181.943,168.631,176.669,176.269,8.038,BATH,
21574,2064935.659,6578181.952,168.284,176.617,176.217,8.333,BATH,
21575,2064931.705,6578181.64,167.427,176.712,176.312,9.285,BATH,
21576,2064927.391,6578181.397,166.343,176.678,176.278,10.335,BATH,
21577,2064923.085,6578180.905,165.289,176.673,176.273,11.384,BATH,
21578,2064918.443,6578180.255,164.179,176.679,176.279,12.5,BATH,
21579,2064913.429,6578180.163,163.764,176.625,176.225,12.861,BATH,
21580,2064908.401,6578179.834,163.764,176.69,176.29,12.926,BATH,
21581,2064903.032,6578179.004,161.534,176.659,176.259,15.125,BATH,
21582,2064897.624,6578178.696,156.177,176.617,176.217,20.44,BATH,
21583,2064892.377,6578178.379,154.47,176.681,176.281,22.211,BATH,
21584,2064886.841,6578177.561,156.729,176.644,176.244,19.915,BATH,
21585,2064881.708,6578177.119,159.827,176.625,176.225,16.798,BATH,
21586,2064876.751,6578177.501,162.965,176.679,176.279,13.714,BATH,
21587,2064872.12,6578177.175,161.955,176.62,176.22,14.665,BATH,
21588,2064867.813,6578176.875,167.618,176.64,176.24,9.022,BATH,
21589,2064863.346,6578176.761,167.899,176.659,176.259,8.76,BATH,
21590,2064859.614,6578176.507,168.776,176.65,176.25,7.874,BATH,
21591,2064856.527,6578176.038,171.461,176.645,176.245,5.184,BATH,
21592,2064853.702,6578176.076,171.34,176.622,176.222,5.282,BATH,
21593,2064850.829,6578176.386,171.268,176.649,176.249,5.381,BATH,
21594,2064851.784,6578175.271,171.301,176.682,176.282,5.381,BATH,
21595,2064853.118,6578175.607,171.685,176.705,176.305,5.02,BATH,
21596,2064853.151,6578174.862,171.716,176.637,176.237,4.921,BATH,
21597,2064853.061,6578173.194,172.554,176.721,176.321,4.167,BATH,
21598,2064854.02,6578170.871,171.113,176.69,176.29,5.577,BATH,
21599,2064854.463,6578168.026,170.657,176.628,176.228,5.971,BATH,
21600,2064854.866,6578165.001,170.055,176.682,176.282,6.627,BATH,
21601,2064856.051,6578162.033,170.543,176.678,176.278,6.135,BATH,
21602,2064854.987,6578158.709,169.18,176.66,176.26,7.48,BATH,
21603,2064853.953,6578156.067,169.156,176.669,176.269,7.513,BATH,
21604,2064854.404,6578152.856,168.971,176.648,176.248,7.677,BATH,
21605,2064855.683,6578149.881,169.232,176.647,176.247,7.415,BATH,
21606,2064856.47,6578146.576,168.889,176.665,176.265,7.776,BATH,
21607,2064856.449,6578143.307,167.887,176.647,176.247,8.76,BATH,
21608,2064855.046,6578140.404,166.801,176.709,176.309,9.908,BATH,
21609,2064852.826,6578139.836,167.038,176.716,176.316,9.678,BATH,
21610,2064852.622,6578138.996,167.584,176.672,176.272,9.088,BATH,
21611,2064854.059,6578138.402,167.699,176.688,176.288,8.989,BATH,
21612,2064856.169,6578137.865,166.197,176.663,176.263,10.466,BATH,
21613,2064859.274,6578137.89,166.46,176.631,176.231,10.171,BATH,
21614,2064862.716,6578137.719,167.176,176.658,176.258,9.482,BATH,
21615,2064866.326,6578137.488,166.559,176.664,176.264,10.105,BATH,
21616,2064870.241,6578137.401,164.277,176.679,176.279,12.402,BATH,
21617,2064874.573,6578137.875,163.206,176.657,176.257,13.451,BATH,
21618,2064878.819,6578138.359,162.799,176.677,176.277,13.878,BATH,
21619,2064883.115,6578138.498,160.384,176.657,176.257,16.273,BATH,
21620,2064887.642,6578138.354,161.026,176.643,176.243,15.617,BATH,
21621,2064892.274,6578138.518,160.147,176.65,176.25,16.503,BATH,
21622,2064896.893,6578138.561,159.227,176.681,176.281,17.454,BATH,
21623,2064901.656,6578138.77,161.023,176.673,176.273,15.65,BATH,
21624,2064906.388,6578139.678,161.935,176.633,176.233,14.698,BATH,
21625,2064911.23,6578139.992,163.403,176.658,176.258,13.255,BATH,
21626,2064915.81,6578140.394,164.487,176.659,176.259,12.172,BATH,
21627,2064920.351,6578140.988,165.333,176.652,176.252,11.319,BATH,
21628,2064925.186,6578141.625,165.901,176.662,176.262,10.761,BATH,
21629,2064929.754,6578142.318,166.331,176.666,176.266,10.335,BATH,
21630,2064934.002,6578143.052,167.08,176.66,176.26,9.58,BATH,
21632,2064941.777,6578143.783,168.469,176.638,176.238,8.169,BATH,
21633,2064945.407,6578143.783,169.439,176.657,176.257,7.218,BATH,
21634,2064948.461,6578143.835,170.107,176.669,176.269,6.562,BATH,
21635,2064951.379,6578144.056,170.847,176.687,176.287,5.84,BATH,
21636,2064954.557,6578143.297,171.795,176.683,176.283,4.888,BATH,
21637,2064957.086,6578142.61,172.346,176.677,176.277,4.331,BATH,
21638,2064960.179,6578142.763,172.679,176.649,176.249,3.97,BATH,
21639,2064963.649,6578143.336,173.142,176.685,176.285,3.543,BATH,
21640,2064967.058,6578144.252,173.672,176.658,176.258,2.986,BATH,
21641,2064970.011,6578145.367,174.037,176.662,176.262,2.625,BATH,
21642,2064972.007,6578146.128,174.289,176.684,176.284,2.395,BATH,
21643,2064970.991,6578146.162,174.329,176.658,176.258,2.329,BATH,
21644,2064968.916,6578145.614,173.955,176.645,176.245,2.69,BATH,
21645,2064966.619,6578145.635,173.755,176.675,176.275,2.92,BATH,
21646,2064964.975,6578145.749,173.437,176.685,176.285,3.248,BATH,
21647,2064963.747,6578145.204,173.352,176.633,176.233,3.281,BATH,
21648,2064963.379,6578143.606,173.243,176.688,176.288,3.445,BATH,
21649,2064962.646,6578141.157,173.305,176.684,176.284,3.379,BATH,
21650,2064962.043,6578138.188,173.105,176.648,176.248,3.543,BATH,
21651,2064961.569,6578135.021,173.117,176.66,176.26,3.543,BATH,
