Pt name,North,East,Ground,WSE,Elevation_recorded,Depth,Code,Notes
27223,2064815.784,6573832.025,171.46,173.986,173.586,2.526,BATH,
27224,2064815.206,6573827.26,171.197,173.986,173.586,2.789,BATH,
27225,2064814.004,6573822.945,171.283,174.006,173.606,2.723,BATH,
27226,2064812.033,6573818.599,171.409,174.001,173.601,2.592,BATH,
27242,2064848.097,6573772.668,171.34,173.669,173.269,2.329,BATH,
27243,2064849.884,6573767.997,171.292,173.687,173.287,2.395,BATH,
27244,2064849.963,6573763.659,171.249,173.677,173.277,2.428,BATH,
27245,2064848.952,6573758.833,171.322,173.651,173.251,2.329,BATH,
27246,2064847.555,6573753.901,171.488,173.621,173.221,2.133,BATH,
27270,2064898.969,6573656.757,169.886,172.97,172.57,3.084,BATH,
27271,2064901.521,6573657.472,168.623,173.019,172.619,4.396,BATH,
27272,2064903.38,6573659.058,168.127,173.015,172.615,4.888,BATH,
27273,2064904.974,6573661.815,168.224,173.014,172.614,4.79,BATH,
27274,2064906.035,6573665.576,168.059,172.98,172.58,4.921,BATH,
27275,2064906.644,6573669.743,168.137,172.96,172.56,4.823,BATH,
27276,2064906.741,6573674.335,168.096,173.017,172.617,4.921,BATH,
27277,2064906.561,6573679.168,168.056,172.977,172.577,4.921,BATH,
27278,2064905.944,6573684.214,167.994,173.014,172.614,5.02,BATH,
27279,2064905.149,6573689.137,167.992,172.979,172.579,4.987,BATH,
27280,2064904.661,6573693.963,168.099,172.987,172.587,4.888,BATH,
27281,2064906.24,6573698.015,168.188,173.011,172.611,4.823,BATH,
27282,2064907.466,6573702.12,168.552,172.981,172.581,4.429,BATH,
27283,2064908.814,6573706.443,168.538,172.934,172.534,4.396,BATH,
27284,2064908.856,6573710.924,168.789,173.021,172.621,4.232,BATH,
27285,2064907.794,6573714.52,169.157,173.028,172.628,3.871,BATH,
27286,2064906.832,6573717.855,168.785,172.984,172.584,4.199,BATH,
27287,2064905.996,6573721.709,168.693,173.024,172.624,4.331,BATH,
27288,2064906.258,6573725.556,168.733,173.031,172.631,4.298,BATH,
27289,2064907.48,6573728.694,168.676,173.007,172.607,4.331,BATH,
27290,2064909.007,6573731.187,168.897,173.064,172.664,4.167,BATH,
27291,2064911.017,6573733.374,168.821,173.053,172.653,4.232,BATH,
27292,2064912.682,6573736.141,168.719,173.05,172.65,4.331,BATH,
27293,2064914.146,6573738.847,168.653,173.049,172.649,4.396,BATH,
27294,2064915.235,6573740.941,168.883,173.05,172.65,4.167,BATH,
27295,2064916.729,6573742.042,168.896,173.095,172.695,4.199,BATH,
27296,2064919.929,6573739.752,168.874,173.073,172.673,4.199,BATH,
27297,2064920.354,6573736.44,168.666,173.095,172.695,4.429,BATH,
27298,2064919.738,6573734.446,168.648,173.044,172.644,4.396,BATH,
27299,2064918.83,6573732.705,168.54,173.035,172.635,4.495,BATH,
27300,2064917.268,6573729.345,168.709,173.007,172.607,4.298,BATH,
27301,2064917.032,6573726.775,168.863,173.062,172.662,4.199,BATH,
27302,2064916.493,6573724.024,168.597,173.026,172.626,4.429,BATH,
27303,2064915.83,6573721.399,168.296,172.889,172.489,4.593,BATH,
27304,2064916.226,6573718.851,168.638,173.067,172.667,4.429,BATH,
27305,2064916.937,6573716.612,168.575,173.004,172.604,4.429,BATH,
27306,2064916.378,6573713.787,168.402,173.028,172.628,4.626,BATH,
27307,2064915.121,6573710.824,168.568,172.997,172.597,4.429,BATH,
27308,2064912.909,6573708.851,168.476,172.971,172.571,4.495,BATH,
27309,2064911.404,6573705.614,168.515,173.01,172.61,4.495,BATH,
27310,2064910.057,6573701.709,168.36,172.953,172.553,4.593,BATH,
27311,2064908.923,6573697.421,168.074,172.962,172.562,4.888,BATH,
27312,2064908.554,6573692.981,168.222,173.045,172.645,4.823,BATH,
27313,2064907.951,6573688.459,168.101,173.022,172.622,4.921,BATH,
27314,2064907.227,6573683.741,167.827,173.011,172.611,5.184,BATH,
27315,2064906.002,6573679.192,168.009,172.996,172.596,4.987,BATH,
27316,2064905.176,6573674.421,168.304,172.996,172.596,4.692,BATH,
27317,2064904.327,6573669.555,168.485,172.98,172.58,4.495,BATH,
27318,2064903.511,6573664.542,168.59,172.986,172.586,4.396,BATH,
27319,2064902.48,6573659.44,168.178,172.968,172.568,4.79,BATH,
27321,2064899.572,6573649.347,168.786,172.953,172.553,4.167,BATH,
27322,2064897.742,6573644.562,168.715,172.947,172.547,4.232,BATH,
27323,2064895.78,6573640.266,168.506,173.001,172.601,4.495,BATH,
27324,2064894.208,6573636.555,168.683,172.981,172.581,4.298,BATH,
27325,2064893.758,6573632.255,168.593,172.989,172.589,4.396,BATH,
27326,2064895.787,6573627.512,168.467,172.962,172.562,4.495,BATH,
27327,2064898.916,6573623.277,168.107,172.995,172.595,4.888,BATH,
27328,2064902.363,6573620.858,167.876,172.961,172.561,5.085,BATH,
27329,2064905.391,6573618.232,167.874,172.959,172.559,5.085,BATH,
27330,2064908.989,6573616.169,167.411,172.988,172.588,5.577,BATH,
27331,2064912.933,6573615.988,167.544,173.023,172.623,5.479,BATH,
27332,2064916.968,6573617.175,168.31,173.002,172.602,4.692,BATH,
27333,2064920.763,6573619.245,168.87,173.004,172.604,4.134,BATH,
27334,2064924.315,6573622.177,168.624,173.053,172.653,4.429,BATH,
27335,2064928.397,6573625.369,168.707,173.005,172.605,4.298,BATH,
27336,2064931.999,6573628.864,168.898,173.032,172.632,4.134,BATH,
27337,2064934.683,6573633.051,169.076,173.013,172.613,3.937,BATH,
27338,2064935.216,6573637.209,169.18,173.019,172.619,3.839,BATH,
27339,2064934.451,6573639.871,168.681,173.012,172.612,4.331,BATH,
27340,2064933.345,6573642.87,168.781,173.013,172.613,4.232,BATH,
27341,2064931.223,6573645.035,168.487,172.982,172.582,4.495,BATH,
27342,2064928.653,6573646.307,168.651,173.047,172.647,4.396,BATH,
27343,2064925.033,6573647.214,168.296,173.02,172.62,4.724,BATH,
27344,2064920.907,6573648.326,168.074,172.962,172.562,4.888,BATH,
27345,2064916.423,6573649.016,167.982,173.067,172.667,5.085,BATH,
27346,2064911.273,6573648.759,167.939,173.057,172.657,5.118,BATH,
27347,2064906.031,6573648.84,167.993,172.98,172.58,4.987,BATH,
27348,2064900.672,6573648.928,168.141,173.062,172.662,4.921,BATH,
27349,2064895.419,6573648.131,169.163,173.034,172.634,3.871,BATH,
27350,2064890.655,6573646.288,169.675,173.054,172.654,3.379,BATH,
27351,2064888.262,6573641.623,169.171,172.944,172.544,3.773,BATH,
27352,2064887.532,6573636.605,169.396,173.038,172.638,3.642,BATH,
27353,2064887.271,6573631.25,169.118,173.055,172.655,3.937,BATH,
27354,2064887.529,6573625.974,169.13,173.001,172.601,3.871,BATH,
27355,2064888.44,6573620.929,168.966,173.001,172.601,4.035,BATH,
27356,2064890.201,6573615.733,168.936,173.07,172.67,4.134,BATH,
27357,2064891.546,6573610.639,168.909,173.076,172.676,4.167,BATH,
27358,2064893.427,6573605.425,168.61,173.006,172.606,4.396,BATH,
27359,2064894.422,6573600.389,168.672,172.97,172.57,4.298,BATH,
27360,2064895.361,6573595.301,168.728,173.026,172.626,4.298,BATH,
27361,2064896.466,6573590.268,168.787,172.986,172.586,4.199,BATH,
27362,2064898.22,6573585.338,168.562,172.991,172.591,4.429,BATH,
27363,2064899.545,6573580.171,168.809,173.008,172.608,4.199,BATH,
27364,2064900.712,6573574.917,168.905,172.973,172.573,4.068,BATH,
27365,2064902.001,6573569.725,168.655,172.986,172.586,4.331,BATH,
27366,2064903.223,6573564.471,168.134,172.957,172.557,4.823,BATH,
27367,2064904.743,6573559.337,167.602,172.983,172.583,5.381,BATH,
27368,2064906.101,6573554.363,167.601,172.982,172.582,5.381,BATH,
27369,2064907.353,6573549.151,167.628,172.943,172.543,5.315,BATH,
27370,2064908.572,6573544.152,168.023,173.01,172.61,4.987,BATH,
27371,2064910.02,6573539.002,167.95,173.068,172.668,5.118,BATH,
27372,2064910.859,6573534.017,167.936,173.054,172.654,5.118,BATH,
27373,2064912.174,6573528.771,168.264,173.054,172.654,4.79,BATH,
27374,2064912.991,6573523.522,168.442,173.035,172.635,4.593,BATH,
27375,2064913.857,6573518.45,169.133,173.004,172.604,3.871,BATH,
27376,2064914.589,6573513.238,168.79,173.088,172.688,4.298,BATH,
27377,2064914.831,6573508.078,168.45,173.043,172.643,4.593,BATH,
27378,2064915.195,6573502.72,169.015,173.05,172.65,4.035,BATH,
27379,2064914.983,6573497.52,167.707,173.022,172.622,5.315,BATH,
27380,2064914.936,6573492.102,167.257,172.998,172.598,5.741,BATH,
27381,2064914.357,6573486.99,167.89,173.008,172.608,5.118,BATH,
27382,2064913.555,6573481.807,168.206,173.029,172.629,4.823,BATH,
27383,2064912.632,6573476.556,168.515,173.01,172.61,4.495,BATH,
27384,2064911.63,6573471.645,168.172,172.995,172.595,4.823,BATH,
27386,2064909.501,6573461.498,167.325,173.001,172.601,5.676,BATH,
27387,2064908.615,6573456.206,167.898,173.016,172.616,5.118,BATH,
27388,2064908.368,6573450.961,168.59,173.019,172.619,4.429,BATH,
27389,2064907.969,6573445.558,168.157,173.045,172.645,4.888,BATH,
27390,2064907.706,6573440.089,167.055,173.026,172.626,5.971,BATH,
27391,2064907.829,6573435.039,166.6,173.03,172.63,6.43,BATH,
27392,2064908.072,6573429.997,166.44,173.034,172.634,6.594,BATH,
27393,2064908.966,6573424.685,166.396,173.023,172.623,6.627,BATH,
27394,2064910.144,6573419.799,166.615,173.045,172.645,6.43,BATH,
27395,2064911.185,6573414.796,166.763,173.029,172.629,6.266,BATH,
27396,2064912.277,6573409.68,166.53,173.092,172.692,6.562,BATH,
27397,2064914.372,6573404.921,166.442,173.036,172.636,6.594,BATH,
27398,2064916.784,6573400.276,166.188,173.012,172.612,6.824,BATH,
27399,2064919.603,6573396.007,166.252,173.043,172.643,6.791,BATH,
27400,2064922.336,6573391.783,166.117,173.007,172.607,6.89,BATH,
27401,2064925.476,6573387.876,166.187,173.077,172.677,6.89,BATH,
27402,2064928.761,6573383.894,165.984,173.071,172.671,7.087,BATH,
27403,2064931.886,6573379.972,165.387,173.064,172.664,7.677,BATH,
27404,2064935.237,6573376.006,165.484,173.096,172.696,7.612,BATH,
27405,2064938.527,6573372.009,165.295,173.005,172.605,7.71,BATH,
27406,2064941.596,6573367.974,165.383,173.06,172.66,7.677,BATH,
27407,2064944.822,6573364.096,166.165,173.055,172.655,6.89,BATH,
27408,2064947.983,6573360.106,165.889,173.074,172.674,7.185,BATH,
27409,2064951.256,6573356.039,166.73,173.062,172.662,6.332,BATH,
27410,2064954.727,6573352.499,168.769,173.1,172.7,4.331,BATH,
27411,2064958.536,6573350.939,170.709,173.104,172.704,2.395,BATH,
27418,2064950.412,6573345.15,171.064,173.065,172.665,2.001,BATH,
27419,2064947.418,6573345.252,170.388,173.111,172.711,2.723,BATH,
27420,2064944.196,6573345.392,168.785,173.083,172.683,4.298,BATH,
27421,2064941.036,6573345.653,166.815,173.081,172.681,6.266,BATH,
27422,2064937.334,6573345.146,165.264,173.105,172.705,7.841,BATH,
27423,2064933.673,6573344.55,165.406,173.083,172.683,7.677,BATH,
27424,2064930.144,6573343.959,166.036,173.057,172.657,7.021,BATH,
27425,2064927.011,6573343.452,166.887,173.055,172.655,6.168,BATH,
27426,2064925.304,6573342.219,169.114,173.084,172.684,3.97,BATH,
27427,2064924.23,6573340.215,169.343,173.083,172.683,3.74,BATH,
27428,2064922.241,6573338.939,169.817,173.065,172.665,3.248,BATH,
27429,2064921.433,6573337.874,169.841,173.122,172.722,3.281,BATH,
27430,2064922.544,6573335.476,168.81,173.108,172.708,4.298,BATH,
27431,2064924.096,6573334.745,168.183,173.071,172.671,4.888,BATH,
27432,2064926.375,6573334.004,168.992,173.126,172.726,4.134,BATH,
27433,2064929.329,6573333.107,167.427,173.07,172.67,5.643,BATH,
27434,2064932.895,6573332.355,164.926,173.062,172.662,8.136,BATH,
27435,2064935.79,6573332.301,165.628,173.108,172.708,7.48,BATH,
27436,2064939.294,6573330.987,166.883,173.051,172.651,6.168,BATH,
27437,2064942.304,6573330.271,168.235,173.058,172.658,4.823,BATH,
27438,2064944.483,6573329.757,168.906,173.073,172.673,4.167,BATH,
27439,2064946,6573328.153,169.303,173.076,172.676,3.773,BATH,
27440,2064947.454,6573326.321,170.285,173.107,172.707,2.822,BATH,
27441,2064946.792,6573324.455,170.57,173.063,172.663,2.493,BATH,
27442,2064946.256,6573323.282,170.494,173.086,172.686,2.592,BATH,
27443,2064945.865,6573321.969,170.358,173.081,172.681,2.723,BATH,
27444,2064946.191,6573321.718,170.55,173.076,172.676,2.526,BATH,
27445,2064946.029,6573322.441,170.584,173.077,172.677,2.493,BATH,
27446,2064944.251,6573322.461,169.982,173.066,172.666,3.084,BATH,
27447,2064941.703,6573320.412,168.629,173.058,172.658,4.429,BATH,
27448,2064938.908,6573316.568,167.96,173.078,172.678,5.118,BATH,
27449,2064935.506,6573313.084,167.203,173.043,172.643,5.84,BATH,
27450,2064932.265,6573310.326,167.159,173.032,172.632,5.873,BATH,
27452,2064926.653,6573306.013,166.17,172.994,172.594,6.824,BATH,
27453,2064924.342,6573305.153,164.75,173.018,172.618,8.268,BATH,
27454,2064923.993,6573304.524,166.92,173.055,172.655,6.135,BATH,
27455,2064924.893,6573303.96,166.135,173.058,172.658,6.923,BATH,
27456,2064926.623,6573303.46,164.643,173.075,172.675,8.432,BATH,
27457,2064929.564,6573302.84,164.735,173.068,172.668,8.333,BATH,
27458,2064932.92,6573302.059,164.771,173.104,172.704,8.333,BATH,
27459,2064936.766,6573301.517,165.721,173.004,172.604,7.283,BATH,
27460,2064939.61,6573301.442,167.234,173.074,172.674,5.84,BATH,
27461,2064941.624,6573300.441,167.98,173.098,172.698,5.118,BATH,
27462,2064943.848,6573298.862,168.99,173.058,172.658,4.068,BATH,
27463,2064946.166,6573297.226,169.723,173.069,172.669,3.346,BATH,
27464,2064948.28,6573294.248,169.679,173.058,172.658,3.379,BATH,
27465,2064948.223,6573290.321,169.392,173.067,172.667,3.675,BATH,
27466,2064946.835,6573287.604,168.766,173.064,172.664,4.298,BATH,
27468,2064945.138,6573285.868,169.485,173.061,172.661,3.576,BATH,
27469,2064944.921,6573284.562,169.944,173.094,172.694,3.15,BATH,
27470,2064944.188,6573281.384,170.521,173.047,172.647,2.526,BATH,
27471,2064943.356,6573279.777,170.692,172.989,172.589,2.297,BATH,
27472,2064942.211,6573279.939,170.141,172.963,172.563,2.822,BATH,
27473,2064941.173,6573279.059,170.515,173.008,172.608,2.493,BATH,
27474,2064939.038,6573278.756,168.057,173.044,172.644,4.987,BATH,
27475,2064937.186,6573277.798,167.739,173.054,172.654,5.315,BATH,
27476,2064934.841,6573276.16,167.54,173.019,172.619,5.479,BATH,
27477,2064931.985,6573275.792,167.194,173.067,172.667,5.873,BATH,
27478,2064928.206,6573274.445,167.033,173.004,172.604,5.971,BATH,
27479,2064924.213,6573272.263,165.672,173.054,172.654,7.382,BATH,
27480,2064921.873,6573268.276,165.43,173.042,172.642,7.612,BATH,
27481,2064922.849,6573264.787,165.441,173.053,172.653,7.612,BATH,
27482,2064924.605,6573264.734,165.865,173.083,172.683,7.218,BATH,
27483,2064924.276,6573265.481,165.769,173.052,172.652,7.283,BATH,
27484,2064924.355,6573264.873,165.787,173.07,172.67,7.283,BATH,
27485,2064926.238,6573264.395,166.286,173.077,172.677,6.791,BATH,
27486,2064928.961,6573264.807,167.075,173.013,172.613,5.938,BATH,
27487,2064932.214,6573265.572,167.994,173.079,172.679,5.085,BATH,
27488,2064936.071,6573266.283,168.707,173.038,172.638,4.331,BATH,
27489,2064939.77,6573265.34,169.681,173.06,172.66,3.379,BATH,
27490,2064940.851,6573263.298,170.937,173.07,172.67,2.133,BATH,
27492,2064937.881,6573260.385,170.724,173.021,172.621,2.297,BATH,
27493,2064936.139,6573259.437,170.198,173.02,172.62,2.822,BATH,
27494,2064934.724,6573258.978,169.438,173.014,172.614,3.576,BATH,
27495,2064932.937,6573258.218,168.815,173.014,172.614,4.199,BATH,
27496,2064931.208,6573257.36,168.49,173.018,172.618,4.528,BATH,
27497,2064929.671,6573256.415,167.729,173.11,172.71,5.381,BATH,
27498,2064930.762,6573254.253,168.114,173.035,172.635,4.921,BATH,
27499,2064932.473,6573251.693,168.66,173.056,172.656,4.396,BATH,
27500,2064934.883,6573249.113,169.195,173.034,172.634,3.839,BATH,
27501,2064937.09,6573246.276,170.994,173.028,172.628,2.034,BATH,
27503,2064939.074,6573242.101,170.959,172.993,172.593,2.034,BATH,
27505,2064934.259,6573239.573,170.983,173.017,172.617,2.034,BATH,
27506,2064930.186,6573238.86,170.493,172.986,172.586,2.493,BATH,
27507,2064926.012,6573239.333,169.92,173.004,172.604,3.084,BATH,
27508,2064921.806,6573240.135,168.833,173,172.6,4.167,BATH,
27509,2064917.682,6573241.746,168.19,172.98,172.58,4.79,BATH,
27510,2064913.964,6573243.891,167.134,172.974,172.574,5.84,BATH,
27511,2064910.664,6573245.923,166.707,172.973,172.573,6.266,BATH,
27512,2064910.648,6573245.792,166.27,172.996,172.596,6.726,BATH,
27513,2064912.357,6573245.893,166.674,173.006,172.606,6.332,BATH,
27514,2064913.04,6573245.016,166.962,173.032,172.632,6.07,BATH,
27515,2064913.347,6573242.828,166.799,173.065,172.665,6.266,BATH,
27516,2064914.322,6573239.251,166.729,173.061,172.661,6.332,BATH,
27517,2064915.35,6573234.749,168.025,173.012,172.612,4.987,BATH,
27518,2064916.263,6573229.783,168.373,173.065,172.665,4.692,BATH,
27519,2064917.79,6573224.708,169.568,173.013,172.613,3.445,BATH,
27520,2064918.796,6573220.336,170.803,173.001,172.601,2.198,BATH,
27525,2064909.518,6573224.867,170.975,172.976,172.576,2.001,BATH,
27526,2064906.717,6573227.585,170.304,173.027,172.627,2.723,BATH,
27527,2064903.923,6573230.565,169.276,173.016,172.616,3.74,BATH,
27528,2064901.421,6573234.065,168.51,173.005,172.605,4.495,BATH,
27529,2064899.277,6573237.95,167.046,173.017,172.617,5.971,BATH,
27530,2064897.462,6573241.738,166.016,173.037,172.637,7.021,BATH,
27531,2064895.942,6573245.49,165.496,173.009,172.609,7.513,BATH,
27532,2064893.472,6573248.86,165.667,172.983,172.583,7.316,BATH,
27533,2064891.558,6573250.771,165.833,173.018,172.618,7.185,BATH,
27534,2064890.131,6573249.973,165.734,173.017,172.617,7.283,BATH,
27535,2064888.458,6573248.3,166.258,173.049,172.649,6.791,BATH,
27536,2064886.084,6573245.605,166.8,173.034,172.634,6.234,BATH,
27537,2064883.848,6573242.319,169.165,173.036,172.636,3.871,BATH,
27538,2064881.613,6573238.104,170.105,173.025,172.625,2.92,BATH,
27539,2064879.563,6573233.952,170.716,173.013,172.613,2.297,BATH,
27540,2064877.568,6573229.789,170.987,173.021,172.621,2.034,BATH,
27541,2064877.141,6573225.351,170.612,173.04,172.64,2.428,BATH,
27542,2064878.02,6573223.351,170.573,173.001,172.601,2.428,BATH,
27543,2064875.661,6573222.025,170.864,172.997,172.597,2.133,BATH,
27544,2064873.007,6573221.515,170.788,173.019,172.619,2.231,BATH,
27545,2064871.657,6573222.238,170.975,173.009,172.609,2.034,BATH,
27549,2064870.273,6573232.145,171.056,173.057,172.657,2.001,BATH,
27550,2064870.586,6573235.002,170.462,173.054,172.654,2.592,BATH,
27551,2064868.657,6573237.61,170.139,173.026,172.626,2.887,BATH,
27552,2064867.748,6573240.384,169.803,172.953,172.553,3.15,BATH,
27553,2064868.394,6573242.552,169.434,173.076,172.676,3.642,BATH,
27554,2064869.226,6573243.711,168.769,173.067,172.667,4.298,BATH,
27555,2064868.578,6573245.696,168.799,173.031,172.631,4.232,BATH,
27557,2064867.681,6573251.138,169.228,173.067,172.667,3.839,BATH,
27558,2064869.25,6573253.488,168.203,173.026,172.626,4.823,BATH,
27559,2064871.187,6573255.154,166.993,172.964,172.564,5.971,BATH,
27560,2064873.444,6573256.924,166.613,173.043,172.643,6.43,BATH,
27561,2064876.667,6573258.81,166.225,173.049,172.649,6.824,BATH,
27563,2064884.092,6573262.233,165.748,173.064,172.664,7.316,BATH,
27564,2064888.338,6573264.386,165.648,173.03,172.63,7.382,BATH,
27565,2064892.665,6573266.319,165.64,173.022,172.622,7.382,BATH,
27566,2064897.212,6573268.363,165.756,173.072,172.672,7.316,BATH,
27567,2064902.067,6573270.253,165.986,173.007,172.607,7.021,BATH,
27568,2064906.832,6573271.875,166.541,173.103,172.703,6.562,BATH,
27569,2064911.757,6573273.271,169.089,173.026,172.626,3.937,BATH,
27570,2064916.345,6573274.47,169.951,173.035,172.635,3.084,BATH,
27571,2064920.695,6573275.008,165.572,173.052,172.652,7.48,BATH,
27572,2064924.428,6573274.059,165.193,173.067,172.667,7.874,BATH,
27573,2064927.497,6573272.035,165.909,173.028,172.628,7.119,BATH,
27574,2064930.373,6573269.205,167.418,173.061,172.661,5.643,BATH,
27575,2064931.742,6573265.574,167.434,173.077,172.677,5.643,BATH,
27576,2064932.517,6573262.263,168.254,173.044,172.644,4.79,BATH,
27577,2064934.284,6573258.307,169.171,173.01,172.61,3.839,BATH,
27578,2064934.752,6573253.942,169.237,172.977,172.577,3.74,BATH,
27579,2064934.159,6573249.77,169.882,173.032,172.632,3.15,BATH,
27580,2064933.542,6573245.821,169.879,173.061,172.661,3.182,BATH,
27581,2064932.286,6573240.777,170.141,173.028,172.628,2.887,BATH,
27582,2064930.73,6573235.75,170.665,172.994,172.594,2.329,BATH,
27583,2064929.16,6573230.795,170.656,172.985,172.585,2.329,BATH,
27584,2064927.047,6573225.959,169.504,172.982,172.582,3.478,BATH,
27585,2064924.705,6573221.739,170.425,173.017,172.617,2.592,BATH,
27586,2064922.252,6573218.544,171.004,173.005,172.605,2.001,BATH,
27606,2064896.174,6573176.587,170.749,172.849,172.449,2.1,BATH,
27613,2064897.813,6573156.721,170.599,172.732,172.332,2.133,BATH,
27614,2064894.768,6573154.211,170.29,172.718,172.318,2.428,BATH,
27631,2064908.639,6573120.92,170.676,172.677,172.277,2.001,BATH,
27636,2064945.133,6573148.212,169.658,172.644,172.244,2.986,BATH,
27637,2064945.224,6573150.04,170.213,172.641,172.241,2.428,BATH,
27638,2064945.46,6573151.857,169.796,172.618,172.218,2.822,BATH,
27639,2064946.588,6573154.001,169.668,172.654,172.254,2.986,BATH,
27640,2064947.627,6573156.736,169.675,172.661,172.261,2.986,BATH,
27641,2064948.663,6573159.475,169.524,172.674,172.274,3.15,BATH,
27642,2064949.693,6573162.441,169.658,172.644,172.244,2.986,BATH,
27643,2064950.957,6573165.685,169.512,172.662,172.262,3.15,BATH,
27644,2064951.882,6573169.267,169.724,172.644,172.244,2.92,BATH,
27645,2064952.433,6573172.911,169.826,172.648,172.248,2.822,BATH,
27646,2064952.693,6573176.456,170.061,172.653,172.253,2.592,BATH,
27647,2064953.14,6573179.983,169.735,172.655,172.255,2.92,BATH,
27648,2064954.578,6573183.35,169.949,172.639,172.239,2.69,BATH,
27649,2064955.682,6573186.595,170.374,172.671,172.271,2.297,BATH,
27650,2064956.47,6573190.191,170.513,172.646,172.246,2.133,BATH,
27661,2064977.037,6573168.398,170.604,172.737,172.337,2.133,BATH,
27662,2064978.481,6573163.46,169.789,172.775,172.375,2.986,BATH,
27663,2064980.306,6573159.75,169.749,172.735,172.335,2.986,BATH,
27664,2064981.428,6573158.916,170.359,172.754,172.354,2.395,BATH,
27665,2064980.6,6573159.341,170.285,172.778,172.378,2.493,BATH,
27666,2064979.022,6573158.906,169.946,172.768,172.368,2.822,BATH,
27667,2064978.584,6573159.061,169.637,172.787,172.387,3.15,BATH,
27668,2064977.34,6573159.77,169.327,172.706,172.306,3.379,BATH,
27669,2064975.455,6573160.842,168.616,172.651,172.251,4.035,BATH,
27670,2064972.447,6573161.719,168.242,172.671,172.271,4.429,BATH,
27671,2064968.983,6573161.857,168.391,172.689,172.289,4.298,BATH,
27672,2064965.057,6573162.025,168.555,172.689,172.289,4.134,BATH,
27673,2064960.326,6573162.273,169.324,172.67,172.27,3.346,BATH,
27674,2064956.181,6573162.482,169.633,172.619,172.219,2.986,BATH,
27675,2064953.722,6573162.474,169.551,172.635,172.235,3.084,BATH,
27676,2064952.726,6573161.736,169.305,172.651,172.251,3.346,BATH,
27677,2064952.243,6573160.094,169.417,172.665,172.265,3.248,BATH,
27678,2064951.606,6573157.779,169.302,172.681,172.281,3.379,BATH,
27679,2064951.278,6573156.846,169.232,172.677,172.277,3.445,BATH,
27680,2064952.304,6573156.155,169.265,172.644,172.244,3.379,BATH,
27681,2064954.185,6573154.48,169.408,172.59,172.19,3.182,BATH,
27682,2064956.385,6573151.774,169.58,172.631,172.231,3.051,BATH,
27683,2064958.591,6573148.177,168.893,172.568,172.168,3.675,BATH,
27684,2064960.738,6573143.786,166.933,172.576,172.176,5.643,BATH,
27685,2064963.359,6573142.708,168.194,172.59,172.19,4.396,BATH,
27686,2064963.759,6573141.344,169.569,172.62,172.22,3.051,BATH,
27687,2064960.996,6573141.659,168.452,172.619,172.219,4.167,BATH,
27688,2064958.511,6573139.622,167.984,172.61,172.21,4.626,BATH,
27689,2064957.569,6573138.174,168.117,172.645,172.245,4.528,BATH,
27690,2064955.573,6573137.077,168.391,172.623,172.223,4.232,BATH,
27691,2064953.152,6573135.608,168.561,172.596,172.196,4.035,BATH,
27692,2064951.467,6573132.404,168.444,172.611,172.211,4.167,BATH,
27693,2064951.257,6573128.999,168.203,172.632,172.232,4.429,BATH,
27694,2064949.637,6573127.411,168.677,172.614,172.214,3.937,BATH,
27695,2064948.679,6573125.949,169.191,172.636,172.236,3.445,BATH,
27696,2064949.957,6573123.252,168.139,172.634,172.234,4.495,BATH,
27697,2064950.919,6573122.234,167.616,172.603,172.203,4.987,BATH,
27698,2064953.062,6573120.789,166.744,172.617,172.217,5.873,BATH,
27699,2064955.732,6573119.608,166.675,172.613,172.213,5.938,BATH,
27700,2064958.412,6573118.975,167.11,172.655,172.255,5.545,BATH,
27701,2064961.141,6573118.227,167.673,172.66,172.26,4.987,BATH,
27702,2064963.815,6573117.786,168.233,172.629,172.229,4.396,BATH,
27703,2064966.881,6573116.985,169.362,172.643,172.243,3.281,BATH,
27704,2064969.016,6573115.737,169.348,172.629,172.229,3.281,BATH,
27706,2064972.124,6573112.694,170.224,172.652,172.252,2.428,BATH,
27707,2064973.314,6573111.227,170.253,172.648,172.248,2.395,BATH,
27708,2064974.137,6573111.173,166.072,172.666,172.266,6.594,BATH,
27709,2064973.466,6573108.595,166.182,172.645,172.245,6.463,BATH,
27711,2064971.724,6573106.785,169.779,172.568,172.168,2.789,BATH,
27712,2064969.42,6573106.586,169.85,172.573,172.173,2.723,BATH,
27713,2064966.874,6573106.786,170.235,172.564,172.164,2.329,BATH,
27714,2064964.107,6573107.427,170.288,172.585,172.185,2.297,BATH,
27728,2064921.03,6573097.257,170.307,172.604,172.204,2.297,BATH,
27739,2064940.817,6573076.453,170.209,172.604,172.204,2.395,BATH,
27740,2064945.647,6573076.159,170.534,172.568,172.168,2.034,BATH,
27742,2064951.652,6573075.115,170.455,172.555,172.155,2.1,BATH,
27743,2064953.891,6573074.233,170.428,172.561,172.161,2.133,BATH,
27744,2064956.651,6573073.243,170.44,172.54,172.14,2.1,BATH,
27751,2064968.039,6573047.429,170.209,172.309,171.909,2.1,BATH,
27752,2064966.363,6573042.364,170.157,172.355,171.955,2.198,BATH,
27754,2064963.015,6573032.283,170.176,172.177,171.777,2.001,BATH,
27757,2064962.742,6573016.941,170.094,172.095,171.695,2.001,BATH,
27758,2064965.304,6573013.196,168.62,172.196,171.796,3.576,BATH,
27759,2064969.119,6573010.62,167.99,172.124,171.724,4.134,BATH,
